texto,label
"HUMBERTO DOMINGUES FERREIRA PREFEITO MUNICIPAL TERMO DE REFERÊNCIA DISPENSA DE LICITAÇÃO N.º 040/2020  OBJETO: “AQUISIÇÃO DE MEDICAMENTOS HIDROXICLOROQUINA 400G,  IVERMECTINA 6MG,  AZITROMICINA 500MG  PARA DISTRIBUIÇÃO  COM  RECEITA E MACAÇÃO  LAMINADO  IMPERMEÁVEL,  EM  COMBATE  AO  COVID  19,  PARA SECRETARIA MUNICIPAL  DE  SAÚDE,  DO  MUNICIPIO  DE  GUIRATINGA  –  MT., ATRAVÉS  DE  DISPENSA  DE LICITAÇÃO, NOS TERMOS DO ART.",0
"DOTAÇÃO ORÇAMENTÁRIA: AS DESPESAS COM PAGAMENTO DO REFERIDO OBJETO, ESTÃO PREVISTOS NA DOTAÇÃO ORÇAMENTÁRIA ABAIXO DESCRITA: SOLICITAÇÃO: 890/2020CENTRO DE CUSTO: 03065 – FUNDO MUNICIPAL DE SAÚDE FICHA/DOTAÇÃO: 588FUNCIONAL: 10.305.7100-4.090 - 339030FONTE: 146JUSTIFICATIVA  DO  PREÇO  E  RAZÃO  DE  ESCOLHA  DO FORNECEDOR DISPENSA DE LICITAÇÃO N.º 040/2020 FOI  SOLICITADA  ATRAVÉS  DO  SECRETARIA  MUNICIPAL  DE  ASSISTÊNCIA  SOCIAL AQUISIÇÃO  DE  MEDICAMENTOS  HIDROXICLOROQUINA  400G,  IVERMECTINA  6MG, AZITROMICINA  500MG  PARA  DISTRIBUIÇÃO  COM  RECEITA  E  MACAÇÃO  LAMINADO IMPERMEÁVEL, EM COMBATE AO  COVID 19,  PARA SECRETARIA MUNICIPAL DE SAÚDE,  DO  MUNICIPIO  DE  GUIRATINGA –  MT.",0
"040/2020 PARA CONTRATAÇÃO DA IBHAS – INSTITUTO BRASIL DE HARMONIA SOCIAL, INSCRITA NO CNPJ  N.º  20.277.817/0001-19  PARA  AQUISIÇÃO  DE  MEDICAMENTOS HIDROXICLOROQUINA 400G,  IVERMECTINA 6MG,  AZITROMICINA 500MG  PARA DISTRIBUIÇÃO  COM  RECEITA E MACAÇÃO  LAMINADO  IMPERMEÁVEL,  EM  COMBATE  AO  COVID  19,  PARA SECRETARIA MUNICIPAL DE SAÚDE, DO MUNICIPIO DE GUIRATINGA – MT.,  POR UM PERÍODO DE 30 (TRINTA) DIAS  COM  VALOR  TOTAL  DE  R$ 39.095,32  (TRINTA  E  NOVE  MIL  NOVENTA  E  CINCO  REAIS  E  TRINTA  E  DOIS CENTAVOS) ATRAVÉS DE DISPENSA DE LICITAÇÃO, NOS TERMOS DO ART.",0
"HUMBERTO DOMINGUES FERREIRA PREFEITO MUNICIPAL TERMO DE RATIFICAÇÃO DISPENSA DE LICITAÇÃO N.º 040/2020  O MUNICÍPIO DE GUIRATINGA, ESTADO DE MATO GROSSO, NESTE ATO REPRESENTADO PELO PREFEITO MUNICIPAL SR. HUMBERTO DOMINGUES FERREIRA,  RATIFICA O PROCESSO  DE  DISPENSA  DE  LICITAÇÃO  N.º  040/2020  PARA  CONTRATAÇÃO  DA  A  LICITANTE  IBHAS  – INSTITUTO  BRASIL  DE  HARMONIA SOCIAL, INSCRITA  NO  CNPJ  N.º  20.277.817/0001-19  PARA AQUISIÇÃO  DE  MEDICAMENTOS  HIDROXICLOROQUINA  400G,  IVERMECTINA  6MG, AZITROMICINA  500MG  PARA  DISTRIBUIÇÃO  COM  RECEITA  E  MACAÇÃO  LAMINADO IMPERMEÁVEL,  EM COMBATE AO  COVID 19, PARA SECRETARIA MUNICIPAL DE SAÚDE,  DO MUNICIPIO DE GUIRATINGA – MT.",0
"43,  INCISO  VI  DA  LEI  FEDERAL  N.º  8.666/93  E  SUAS ALTERAÇÕES, O PREFEITO MUNICIPAL, NO USO DE SUAS ATRIBUIÇÕES QUE LHE SÃO CONFERIDAS POR LEI, ABAIXO ASSINADO,  ACOLHENDO  A  MANIFESTAÇÃO  DA  COMISSÃO  PERMANENTE  DE  LICITAÇÃO,  LEVANDO  EM CONSIDERAÇÃO A ABERTURA E JULGAMENTO DO PRESENTE PROCESSO LICITATÓRIO, TENDO CUMPRIDO TODOS OS  REQUISITOS E PRINCÍPIOS ESTABELECIDOS EM LEI, HOMOLOGA O OBJETO DA LICITAÇÃO SUPRACITADA, CUJO  OBJETO  É  A  AQUISIÇÃO  DE  MEDICAMENTOS  HIDROXICLOROQUINA  400G,  IVERMECTINA 6MG, AZITROMICINA 500MG PARA DISTRIBUIÇÃO COM RECEITA E MACAÇÃO LAMINADO IMPERMEÁVEL,  EM COMBATE AO  COVID 19, PARA SECRETARIA MUNICIPAL DE SAÚDE,  DO  MUNICIPIO  DE  GUIRATINGA –  MT.",0
"RODRIGO HENRIQUE DE OLIVEIRA PRESIDENTE DA CPL PORTARIA 100/2020 TERMO DE REVOGAÇÃO DE LICITAÇÃO DISPENSA N.º 040/2020  O MUNICÍPIO DE GUIRATINGA-MT, POR MEIO DE SEU PREFEITO MUNICIPAL, TORNA  PÚBLICO  PARA  CONHECIMENTO  DOS  INTERESSADOS,  A  REVOGAÇÃO DA  AQUISIÇÃO  DE MEDICAMENTOS HIDROXICLOROQUINA 400G, IVERMECTINA 6MG, AZITROMICINA 500MG PARA  DISTRIBUIÇÃO  COM  RECEITA  E  MACAÇÃO  LAMINADO  IMPERMEÁVEL,  EM COMBATE  AO  COVID  19,  PARA SECRETARIA MUNICIPAL  DE  SAÚDE,  DO  MUNICIPIO  DE GUIRATINGA –  MT,  QUE  TEVE  SUA  PUBLICAÇÃO  NO  07  DE  AGOSTO  DE  2020,  CONSIDERANDO  QUE  A EMPRESA É UM INSTITUTO E NÃO EMITE NOTA DE AQUISIÇÃO SÓ DE SERVIÇO E NÃO NOS ATENTE,  POR ISSO  RESOLVEMOS REVOGAR.",0
"025/2020EU, SR. ANTONIO DOMINGO RUFATTO, PREFEITO DO MUNICÍPIO DE PARANAÍTA – MT,  RATIFICO  O  ATO  DE  DISPENSA  DE  LICITAÇÃO  Nº  025/2020,  OBJETIVANDO  RECONHECER  E  TORNAR PÚBLICO A CONTRATAÇÃO DA EMPRESA ALTERNATIVA PHARMACIA DE MANIPULAÇÃO LTDA – ME  ,  INSCRITA NO  CNPJ Nº  04.705.640/0001-58,  PARA FORNECIMENTO  E/OU  EXECUÇÃO  DO OBJETO:  A CONTRATAÇÃO  DE  EMPRESA  PARA  FORNECIMENTO  DE  MEDICAMENTO  (CLOROQUINA)  A  SER  UTILIZADO  NO  TRATAMENTO  DE  PACIENTES  COM  SINTOMAS  DE  COVID-19  E  PARA  A  PROFILAXIA  DE  SERVIDORES  E  DA POPULAÇÃO EM GERAL, CONFORME PROTOCOLO DE TRATAMENTO APROVADO PELA  EQUIPE  MÉDICA  DO  MUNICÍPIO  DE  PARANAÍTA-MT,  E  O  VALOR  GLOBAL  DE  R$ 11.196,00  (ONZE  MIL  CENTO  E  NOVENTA  E  SEIS  REAIS),  CONFORME  LEGISLAÇÃO  VIGENTE,  APLICA-SE  A DISPENSA DE LICITAÇÃO FUNDAMENTADO NA LEI 8.666/93, ART.",0
"VIGÊNCIA:20/07/2020 A 20/10/2020DOTAÇÃO:  3216 – 03.110.10.122.0022.2342.339030000000 – ACOES SAUDE P/ENFRENTAMENTO CORONAVIRUS - COVID-19 OBJETO:  DISPENSA  DE  LICITAÇÃO  PARA  AQUISIÇÃO  DE MEDICAMENTO  CLOROQUINA  DIFOSFATO  250  MG  -CAPSULA  MANIPULADA  A  SER EXECUTADO  PELA  SECRETARIA  MUNICIPAL  DE  SAÚDE  DE  JUÍNA,  ESTADO  DE  MATO  GROSSO ALTIR ANTONIO PERUZZO PREFEITO MUNICIPAL EXTRATO DO CONTRATO 177/2020 ESTADO DE MATO GROSSO PREFEITURA MUNICIPAL DE JUINA EXTRATO DE CONTRATO CONTRATO Nº: 177/2020DATA EMISSÃO DO CONTRATO: 20/07/2020PROCESSO: INEXIGIBILIDADE DE LICITAÇÃO N.º 014/2020 CONTRATADO:I H M DOS SANTOS MATERIAIS PEDAGOGICOS - ME VALOR:  R$26.169,25  (VINTE E SEIS  MIL  CENTO E SESSENTA  E NOVE  REAIS E VINTE E CINCO CENTAVOS).",0
"OBJETO: CONTRATAÇÃO DE EMPRESA PARA  AQUISIÇÃO  DE  MEDICAMENTO  MANIPULADO,  HIDROXICLOROQUINA 400MG,  PARA  COMPOR  O KIT COVID  PRESCRITO  PARA  OS  PACIENTES  COM  SINTOMAS  MODERADOS  A  GRAVES  EM  DECORRÊNCIA  AO  CORONAVIRUS (COVID-19), EM ATENDIMENTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE PARANATINGA/MT,  COM FULCRO NA LEI FEDERAL 13.979/2020 COM REDAÇÃO DADA PELA MEDIDA PROVISÓRIA Nº  926/2020.",6
"OBJETO: CONTRATAÇÃO DE EMPRESA PARA  AQUISIÇÃO  DE  MEDICAMENTO  MANIPULADO,  HIDROXICLOROQUINA 400MG,  PARA  COMPOR  O KIT COVID  PRESCRITO  PARA  OS  PACIENTES  COM  SINTOMAS  MODERADOS  A  GRAVES  EM  DECORRÊNCIA  AO  CORONAVIRUS (COVID-19), EM ATENDIMENTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE PARANATINGA/MT,  COM FULCRO NA LEI FEDERAL 13.979/2020 COM REDAÇÃO DADA PELA MEDIDA PROVISÓRIA Nº  926/2020.",6
"OBJETO:  AQUISIÇÃO DE MEDICAMENTO MANIPULADO,  HIDROXICLOROQUINA 400MG,  PARA  COMPOR  O  KIT  COVID  PRESCRITO  PARA  OS PACIENTES COM SINTOMAS MODERADOS A GRAVES EM DECORRÊNCIA AO CORONAVIRUS (COVID-19) , EM ATENDIMENTO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE PARANATINGA/MT, COM FULCRO NA LEI FEDERAL 13.979/2020  COM  REDAÇÃO  DADA  PELA  MEDIDA  PROVISÓRIA  Nº  926/2020.",6
"PEDRO FERRONATTO PREFEITO MUNICIPAL LICITAÇÃO TERMO DE DISPENSA DE LICITAÇÃO N.º 011/2020PROCESSO N.º: 046/2020INTERESSADO: SECRETARIA MUNICIPAL DE SAÚDE FICA DISPENSADA DE LICITAÇÃO A DESPESA ABAIXO ESPECIFICADA, CUJO OBJETO É A “AQUISIÇÃO DE HIDROXICLOROQUINA PARA FINS DE PREVENÇÃO E ENFRENTAMENTO  DA EMERGÊNCIA DE SAÚDE  PÚBLICA DE  IMPORTÂNCIA INTERNACIONAL DECORRENTE DO  CORONAVÍRUS (COVID-19)”,  COM FUNDAMENTO NO ARTIGO 4°,  LEI FEDERAL 13-979/2020 E EM CONSONÂNCIA COM O PARECER JURÍDICO ACOSTADO AOS AUTOS.",0
"EXTRATO DE DISPENSA DE LICITAÇÃO Nº 052/2020OBJETO: DISPENSA DE LICITAÇÃO EMERGENCIAL DE COMBATE A PANDEMIA  DO  NOVO  CORONAVÍRUS  (COVD-19)  PARA  AQUISIÇÃO  DE HIDROXICLOROQUINA, SULFATO – CONCENTRAÇÃO / DOSAGEM 400MG EM FARMÁCIAS DE MANIPULAÇÃO  PARA  ATENDIMENTO  DE  PACIENTES  COM  RECEITA  MÉDICA  DA  REDE PÚBLICA MUNICIPAL DE SAÚDE.",6
"PREFEITURA MUNICIPAL DE ARAPUTANGA PREFEITURA MUNICIPAL DE ARAPUTANGA-MTTERMO DE RATIFICAÇÃO - DISPENSA DE LICITAÇÃO Nº 028/2020 A PREFEITURA MUNICIPAL DE ARAPUTANGA-MT, ATRAVÉS DO PREFEITO MUNICIPAL, SR.  JOEL  MARINS  DE  CARVALHO,  TORNA  PÚBLICO  QUE,  EM  VIRTUDE  DE  TER  CONCORDADO  COM  A  JUSTIFICATIVA APRESENTADA PELA SECRETÁRIA MUNICIPAL DE ADMINISTRAÇÃO E EMISSÃO DE PARECER JURÍDICO  FAVORÁVEL À CONTRATAÇÃO NAS FORMAS DA LEI APRESENTADO PELO PROCURADOR JURÍDICO DO MUNICÍPIO, NO  PROCESSO DE AQUISIÇÃO DOS MEDICAMENTOS CLOROQUINA 500MG, FORMA FARMACÊUTICA COMPRIMIDO OU CÁPSULA  VIA  ADMINISTRAÇÃO  ORAL  /  DEXAMETASONA  4MG  COMPRIMIDO  OU  CÁPSULA,  EM  CARÁTER EMERGENCIAL, EM ATENDIMENTO AS NECESSIDADES DA FARMÁCIA BÁSICA DO MUNICÍPIO, EM ATENDIMENTO À DEMANDA DA SECRETARIA DE SAÚDE, PARA SER USADO NO COMBATE AO NOVO CORONAVIRUS (COVID-19).",0
"OBJETO CONTRATAÇÃO EMERGENCIAL PARA AQUISIÇÃO DE HIDROXICLOROQUINA, PARA FINS DE ENFRENTAMENTO  DA  EMERGÊNCIA  DE  SAÚDE  PÚBLICA  DE  IMPORTÂNCIA INTERNACIONAL DECORRENTE DO NOVO CORONAVÍRUS, CAUSADOR DA COVID-19.",6
COVID-19 GRAVEA) SINAIS E/OU SINTOMAS GRAVES B) INTERNAÇÃO EM LEITO DE UTI - REGULAR PARA SERVIÇO DE REFERÊNCIA C) ESTABILIZAÇÃO D. SUPORTE DE O2 (O2 SOB CATETER NASAL OU MÁSCARA COM RESERVATÓRIO) E. MONITORIZAÇÃO F) DIPIRONA OU PARACETAMOL SE FEBRE OU DORG) ANTIBIÓTICO PARA COBERTURA DE PACH) ANTICOAGULAÇÃO PROFILÁTICA – EXCETO EM SITUAÇÕES DE CONTRAINDICAÇÃO I) ADULTOS SEM CONTRAINDICAÇÕES: É POSSÍVEL PRESCREVER HIDROXICLOROQUINA (DECISÃO CONJUNTA DO MÉDICO E PACIENTE – INFORMAR RISCOS E PREENCHER TERMO DE  CONSENTIMENTO).,6
HIDROXICLOROQUINA E CLOROQUINA B) O  DOCUMENTO  QUE  ORIENTA  O  USO  DESTAS  MEDICAÇÕES:  “ORIENTAÇÕES  DO  MINISTÉRIO  DA SAÚDE  PARA MANUSEIO  MEDICAMENTOSO  PRECOCE  DE PACIENTES COM DIAGNÓSTICO DA COVID-19” DO DIA 20/05/2020.,6
"CONSIDERANDO A ORIENTAÇÃO TÉCNICA 05/2020 DO TRIBUNAL DE  CONTAS  DO  ESTADO  DE  MATO  GROSSO.CONSIDERANDO  A  PORTARIA  06  DE  DE  04  DE  JULHO  DE  2020  DA  SECRETARIA  MUNICIPAL  DE  PORTO  DOS  GAÚCHOS  QUE  PADRONIZA  POR  SUA  COMISSÃO  DE  FARMÁCIA  E TERAPÊUTICA,  O  PROTOCOLO  PARA  O  MANUSEIO  MEDICAMENTOSO  DO  COVID  19  A  NÍVEL  MUNICIPAL, SEGUINDO RECOMENDAÇÕES DO MINISTÉRIO DA SAÚDE, ENFATIZANDO QUE A PRESCRIÇÃO DE TODO E QUALQUER MEDICAMENTO É PRERROGATIVA DO MÉDICO, ENFATIZANDO QUE O CONSELHO FEDERAL DE MEDICINA PROPÔS A CONSIDERAÇÃO  DA  PRESCRIÇÃO  DA  CLOROQUINA  E  HIDROXICLOROQUINA  PELOS  MÉDICOS  EM  CONDIÇÕES  EXCEPCIONAIS, MEDIANTE TERMO DE CONSENTIMENTO LIVRE E ESCLARECIDO DO PACIENTE PARA TRATAMENTO DE  COVID19 (PARECER DE CONSULTA CFM Nº8/2020 E CFM Nº4/2020).",6
"021/2020 OBJETO: CONTRATAÇÃO  DE  EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE HIDROXICLOROQUINA E IVERMECTINA PARA O MUNICIPIO DE PORTO DOS GAÚCHOS – MT, NO ENFRENTAMENTO AO COVID-19.",6
"021/2020 OBJETO:CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE HIDROXICLOROQUINA E IVERMECTINA PARA O MUNICIPIO DE PORTO DOS GAÚCHOS – MT,  NO ENFRENTAMENTO AO COVID-19.",6
"021/2020 OBJETO:CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE HIDROXICLOROQUINA E IVERMECTINA PARA O MUNICIPIO DE PORTO DOS GAÚCHOS – MT,  NO ENFRENTAMENTO AO COVID-19.",6
"ARI GENÉZIO LAFIN PREFEITO MUNICIPAL ESTEVAM HUNGARO CALVO FILHO SECRETÁRIO DE ADMINISTRAÇÃO LICITAÇÃO EXTRATO DE DISPENSA DE LICITAÇÃO Nº 045/2020OBJETO: DISPENSA DE LICITAÇÃO EMERGENCIAL DE COMBATE A PANDEMIA  DO  NOVO  CORONAVÍRUS  (COVD-19)  PARA  AQUISIÇÃO  DE HIDROXICLOROQUINA, SULFATO – CONCENTRAÇÃO / DOSAGEM 400MG EM FARMÁCIAS DE MANIPULAÇÃO  PARA  ATENDIMENTO  DE  PACIENTES  COM  RECEITA  MÉDICA  DA  REDE  PÚBLICA MUNICIPAL DE SAÚDE.",0
"OBJETO:  CONTRATAÇÃO  DE  EMPRESA  PARA FORNECIMENTO  DE  MEDICAMENTO  (CLOROQUINA)  A  SER  UTILIZADO  NO TRATAMENTO DE PACIENTES COM SINTOMAS DE COVID-19 E PARA A PROFILAXIA DE  SERVIDORES  E  DA  POPULAÇÃO  EM  GERAL,  CONFORME  PROTOCOLO  DE TRATAMENTO APROVADO PELA EQUIPE MÉDICA DO MUNICÍPIO DE PARANAÍTA-MT, CONSTANTES NO ATO DE DISPENSA Nº 25/2020.",6
"CONTRATADO: E. BARRANKIEVECZ E CIA LTDA RESUMO DO OBJETO: DISPENSA DE LICITAÇÃO PARA AQUISIÇÃO DE MEDICAMENTO (DISFOSFATO DE CLOROQUINA 250MG - MANIPULADA) PARA ATENDER OS PACIENTES DA ALA UTI DO COVID-19 ATENDENDO AS NECESSIDADES DA SECRETÁRIA MUNICIPAL DE SAÚDE ELEMENTO DE DESPESA: DOTAÇÃO:  3216  –  03.110.10.122.0022.2342.339030000000  –  ACOES SAUDE P/ ENFRENTAMENTO CORONAVIRUS-COVID-19 VALOR  TOTAL  ESTIMADO:  R$  25.900,00  (VINTE  E  CINCO  MIL  E NOVECENTOS REAIS) VIGÊNCIA: 13/10/2020 A 13/01/2021DATA DO  RECONHECIMENTO:  13/10/2020  PELO  ILMO.",6
"ARI GENÉZIO LAFIN, PREFEITO MUNICIPAL DE SORRISO, ESTADO DE MATO GROSSO,  NO USO DE SUAS ATRIBUIÇÕES LEGAIS,R E S O L V E:ART.1º DESIGNAR  EDERSON  ROBERTO  PERIN  (TITULAR)  E  FERNANDA  RAQUEL RUTKE  (SUBSTITUTA),  COMO  FISCAIS  DA  DISPENSA  DE  LICITAÇÃO  Nº  045/2020,  COM  A  FINALIDADE  DE  “DISPENSA DE  LICITAÇÃO  EMERGENCIAL  DE COMBATE  A PANDEMIA  DO  NOVO  CORONAVÍRUS (COVID-19) PARA AQUISIÇÃO DE  HIDROXICLOROQUINA,  SULFATO  –  CONCENTRAÇÃO/DOSAGEM 400MG  EM FARMÁCIAS  DE  MANIPULAÇÃO PARA  ATENDIMENTO  DE  PACIENTES COM RECEITA  MÉDICA  DA REDE PÚBLICA  MUNICIPAL  DE  SAÚDE DE SORRISO – MT.",0
"1.1-O PREFEITO MUNICIPAL DE LUCAS DO RIO VERDE,  SR.  FLORI LUIZ BINOTTI, TORNA  PÚBLICO  QUE  TENDO  CONCORDADO  COM  A  JUSTIFICATIVA  DA  SECRETARIA  MUNICIPAL  DE  SAÚDE E  O PARECER  JURÍDICO  APRESENTADO  PELO  ADVOGADO PÚBLICO  EFETIVO  DO  MUNICÍPIO,  NO  PROCESSO  DE DISPENSA  DE  LICITAÇÃO  PARA  COVID-19  Nº  038/2020,  PARA  A  DISPENSA  DE  LICITAÇÃO  PARA CONTRATAÇÃO  EMERGENCIAL  DE  PESSOA  JURÍDICA  PARA  FORNECIMENTO  DE  DIFOSFATO  DE CLOROQUINA 500MG, MEDICAÇÃO PARA ATENDER DEMANDA NOS ATENDIMENTOS DE SUSPEITOS PARA COVID-19.. TAL MODIFICAÇÃO DECORRENTE DA ESTRUTURAÇÃO DOS ATENDIMENTOS DA  REDE  MUNICIPAL  DEVIDO  A  PANDEMIA  DO  COVID  19, COM  A  EMPRESA THERAPEUTICA FARMACIA E MANIPULAÇÃO DE FORMULAS LTDA CNPJ N. 01.780.384/0001-75, NO VALOR DE R$ 50.280,00 (CINQUENTA MIL, DUZENTOS E OITENTA REAIS).",0
"HOJE, O POVO BRASILEIRO PAGA POR ESSAS SOLUÇÕES FALSAS, COMO, O ISOLAMENTO VERTICAL QUE NÃO EXISTE EM LUGAR NENHUM DO MUNDO, MAS QUE FOI PROPOSTO PELO PRESIDENTE. SOLUÇÕES COMO, POR EXEMPLO, A CLOROQUINA - SOUBE-MOS E HOJE FOI DITO PELO EX-MINISTRO MANDETTA QUE O PRESIDENTE QUERIA COLOCAR COVID NA BULA DA CLOROQUINA.",6
"15-A, §8º, DO DECRETO Nº 59.283/20, NA REDAÇÃO DO DECRETO 59.301/20, AUTORIZO O RECEBIMENTO EM DOAÇÃO SEM ENCARGOS DE 1.246.000 (UM MILHÃO E DUZENTOS E QUARENTA E SEIS MIL) COMPRIMIDOS DO MEDICAMENTO HIDROXICLOROQUINA, QUE SERÃO USADOS NO ENFRENTAMENTO DA PAN-DEMIA DO COVID-19 PELA SECRETARIA MUNICIPAL DA SAÚDE (SMS).",6
"QUANDO O VEREADOR CELSO CHEGA E FALA “GOVERNO GENOCIDA” ESTAMOS COM 110 MIL MORTOS E O PRESIDENTE INCENTIVA TOMAR CLOROQUINA, QUE OS ESPECIALISTAS JÁ FALARAM QUE NÃO SERVE PARA NADA PARA A COVID.",6
"ALIÁS, JÁ ESTÁ COMPROVADO PELA CPI DA COVID QUE O GOVERNO DO BRASIL SE NEGOU A COMPRAR DOSES - MILHARES DE DOSES - DE VÁRIOS LABORATÓRIOS E AINDA FEZ PROPAGANDA DE CLOROQUINA E TAMBÉM NEGLIGENCIOU…- GRAVAÇÃO INTERROMPIDA.",6
"O QUE A CPI DA COVID ESTÁ REVELANDO É AINDA MAIS GRAVE, PORQUE, AO MESMO TEMPO EM QUE BOLSONARO E SEUS MINISTROS REJEITAVAM A COMPRA DAS VACINAS, ESTAVAM ORIENTANDO A COMPRA DO TRATAMENTO PRECOCE, QUE NÃO É TRATAMENTO PRECOCE COISA NENHUMA, POIS JÁ HÁ CONFIRMAÇÃO CIENTÍFICA DE QUE CLOROQUINA E TODOS AQUELES MEDICAMENTOS DO CHAMADO “KIT COVID” SÃO MALÉFICOS À SAÚDE.",6
"O SUPERINTENDENTE DO HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL, NO USO DAS ATRIBUIÇÕES CONFERIDAS PELA LEI 13.766/04, RESOLVE: DESPACHO PROCESSO 6210.2020/0002307-5 I – À VISTA DOS ELEMENTOS CONSTANTES NOS AUTOS DESTE PROCESSO ADMINISTRATIVO, CONSIDERANDO QUE NELE CONSTA A MANIFESTAÇÃO DA PROCURADORIA QUANTO O ENQUADRAMENTO DA PRETENDIDA AQUISIÇÃO NO ARTIGO 24, IV, DA LEI FEDERAL Nº 8.666/93, UMA VEZ CARACTERIZADA A SITUAÇÃO EMERGENCIAL, E CONSIDERANDO TRATAR-SE DE AQUISIÇÃO NECESSÁRIA AO ENFRENTAMENTO DA PANDEMIA DO NOVO CORONAVÍRUS, NOS TERMOS DO ARTIGO 4º DA LEI 13.979, DE 06 DE FEVEREIRO DE 2020, REDAÇÃO DADA PELA MEDIDA PROVISÓRIA 926, DE 20 DE MARÇO DE 2020, AUTORIZO A DISPENSA DA LICITAÇÃO PARA A CONTRATAÇÃO DA EMPRESA PLATANUS FARMÁCIA DE MANIPULAÇÃO LTDA EPP, CNPJ Nº 05.207.715/0001-33, QUE FORNECERÁ 1000 COMPRIMIDOS DE HIDROXICLOROQUINA 400 MG, VALOR UNITÁRIO R$ 2,27 E VALOR TOTAL DE R$ 2.270,00.",0
"1º FICA A SECRETARIA MUNICIPAL DE SAÚDE – SUS/NATAL, AUTORIZADA A DISPONIBILIZAR, GRATUITAMENTE, 01 (UM) KIT DE MEDICAMENTOS AOS PACIENTES INFECTADOS PELA COVID-19 QUE POSSUAM RECEITA MÉDICA COM A INDICAÇÃO DE TRATAMENTO COM TAIS FÁRMACOS COMO HIDROXICLOROQUINA, CLOROQUINA, IVERMECTINA AZITROMICINA OU OUTROS FÁRMACOS QUE VENHAM A SER LIBERADOS E PRECONIZADOS PELO MINISTÉRIO DA SAÚDE, CONSELHO FEDERAL DE MEDICINA (CFM) E CONSELHO REGIONAL DE MEDICINA – RN (CREMERN).",6
NOTA TÉCNICA DA SMS SUBHUE  ORIENTAÇÃO SOBRE O PROTOCOLO DE UTILIZAÇÃO  DE CLOROQUINA OU HIDROXICLOROQUINA NAS UNIDADES DE SÁUDE DA REDE DE ATENÇÃO HOSPITALAR  DA SECRETARIA MUNICIPAL DO RIO DE JANEIRO FRENTE À PANDEMIA DO COVID 19  CONSIDERANDO QUE A ORGANIZAÇÃO MUNDIAL DE SAÚDE CLASSIFICOU A DOENÇA PELO CORONAVÍRUS 2019  COVID 19   COMO UMA PANDEMIA   CONSIDERANDO QUE O RIO DE JANEIRO ENCONTRA SE EM FASE DE TRANSMISSÃO COMUNITÁRIA DO VÍRUS   CONSIDERANDO AS REGULAMENTAÇÕES DO MINISTÉRIO DA SAÚDE E SECRETARIA E MUNICIPAL DE SAÚDE PARA ENFRENTAMENTO  DA PANDEMIA PELO CORONAVÍRUS 2019  COVID 19    CONSIDERANDO A NECESSIDADE DE PADRONIZAÇÃO DO TRATAMENTO NAS UNIDADES DE SAÚDE ,6
SALVADOR  19 DE MARÇO DE 2020  STELA GLEIDE OLIVEIRA SANTANA  COORDENADORA  AVISO DE CONVOCAÇÃO  A COORDENADORIA ADMINISTRATIVA TORNA PÚBLICO PARA CONHECIMENTO DOS INTERESSADOS QUE SERÃO   REALIZADAS COTAÇÕES DE PREÇOS  CONFORME ABAIXO   COTAÇÃO DE PREÇO Nº 1272 2020  AQUISIÇÃO DO MEDICAMENTO HIDROXICLOROQUINA SULFATO 400MG    VISANDO A CONTINUIDADE NO ATENDIMENTO AOS PACIENTES DA REDE MUNICIPAL DE SAÚDE   SMS  TENDO   EM VISTA SURTO DE PANDEMIA DO VÍRUS COVID   19 ,6
CHAMADA PÚBLICA Nº 003 SMS 2020   O  MUNICÍPIO DE FLORIANÓPOLIS  POR INTERMÉDIO DA  SECRETARIA MUNICIPAL DE SAÚDE  SMS   COM  SEDE NA AVENIDA PROF  HENRIQUE DA SILVA FONTES  N°  6 100 – TRINDADE  FLORIANÓPOLIS SC  TORNA PÚBLICO O  PRESENTE EDITAL DE CHAMADA PÚBLICA DESTINADO A  PESSOAS JURÍDICAS INTERESSADAS EM REALIZAR A  DISPENSAÇÃO DOS MEDICAMENTOS CLOROQUINA 150  MG E OU HIDROXICLOROQUINA 400 MG   UTILIZANDO SE  GRATUITAMENTE  DE UMA REDE AUXILIAR  DE FARMÁCIAS  DE MODO A IMPLEMENTAR UMA  ESTRATÉGIA DE ACESSO FACILITADO AOS REFERIDOS  MEDICAMENTOS EM PONTOS ESPECÍFICOS DO TERRITÓRIO  DESTE MUNICÍPIO  PARA O TRATAMENTO DE CASOS LEVES  DE COVID 19  CONFORME DESCRIÇÕES CONTIDAS NO  TERMO DE REFERÊNCIA ,7
